     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
1000	tercera	   13,694	8976
1001	simple	   13,681	8967
1002	trabajos	   13,675	8963
1003	factores	   13,674	8963
1004	fuente	   13,660	8953
1005	cielo	   13,644	8943
1006	ambas  	   13,612	8922
1007	mismas  	   13,605	8917
1008	fernández	   13,589	8907
1009	actualmente 	   13,587	8906
1010	conocido 	   13,575	8898
1011	condición	   13,573	8896
1012	ejercicio	   13,542	8876
1013	cree	   13,521	8862
1014	par	   13,516	8859
1015	ocurre	   13,510	8855
1016	ti	   13,509	8854
1017	espíritu	   13,491	8843
1018	lengua	   13,488	8841
1019	responsabilidad	   13,471	8830
1020	digo	   13,455	8819
1021	pérez	   13,455	8819
1022	distancia	   13,446	8813
1023	organismo 	   13,422	8797
1024	cruz	   13,396	8780
1025	evolución	   13,376	8767
1026	realmente 	   13,374	8766
1027	alberto	   13,371	8764
1028	francés	   13,368	8762
1029	novela	   13,361	8757
1030	alma 	   13,357	8755
1031	doble	   13,353	8752
1032	anteriores	   13,350	8750
1033	obtener	   13,347	8748
1034	dije	   13,346	8748
1035	selección	   13,345	8747
1036	podido	   13,335	8740
1037	nación	   13,332	8738
1038	ido	   13,331	8738
1039	crear	   13,289	8710
1040	motivo	   13,285	8708
1041	tercer	   13,284	8707
1042	detrás	   13,283	8706
1043	significa	   13,261	8692
1044	empleo 	   13,252	8686
1045	escrito	   13,247	8683
1046	departamento 	   13,232	8673
1047	contacto	   13,227	8670
1048	casas 	   13,203	8654
1049	red	   13,203	8654
1050	rostro	   13,200	8652
1051	oportunidad	   13,103	8588
1052	procesos 	   13,098	8585
1053	terreno	   13,097	8584
1054	daba 	   13,096	8584
1055	calles	   13,077	8571
1056	lista	   13,060	8560
1057	nacionales	   13,060	8560
1058	funciones	   13,057	8558
1059	leyes	   13,046	8551
1060	acceso 	   13,025	8537
1061	técnico	   13,022	8535
1062	visión	   13,008	8526
1063	preguntó	   12,997	8519
1064	jesús	   12,989	8514
1065	grave	   12,988	8513
1066	tenga	   12,953	8490
1067	lunes	   12,951	8489
1068	aplicación	   12,947	8486
1069	junta	   12,909	8461
1070	lugares	   12,907	8460
1071	verano	   12,897	8453
1072	capítulo	   12,887	8447
1073	éstos	   12,881	8443
1074	pensamiento 	   12,873	8438
1075	york	   12,832	8411
1076	frecuencia	   12,826	8407
1077	gestión	   12,826	8407
1078	viernes	   12,790	8383
1079	javier	   12,777	8375
1080	sitio	   12,776	8374
1081	agosto 	   12,771	8371
1082	propiedad	   12,768	8369
1083	profesionales	   12,765	8367
1084	últimas	   12,764	8366
1085	gusta	   12,748	8356
1086	objetivos	   12,745	8354
1087	movimientos 	   12,700	8324
1088	alcalde	   12,693	8320
1089	ejecutivo	   12,680	8311
1090	ciudadanos 	   12,676	8308
1091	necesidades 	   12,673	8306
1092	exposición	   12,660	8298
1093	término	   12,645	8288
1094	veinte	   12,600	8259
1095	cuál	   12,596	8256
1096	clara	   12,595	8255
1097	altura	   12,585	8249
1098	pequeños 	   12,578	8244
1099	presión	   12,570	8239
1100	moral	   12,560	8232
1101	lograr	   12,559	8232
1102	comité 	   12,519	8206
1103	teléfono	   12,510	8200
1104	asuntos 	   12,508	8198
1105	peligro	   12,498	8192
1106	escena 	   12,475	8177
1107	gusto	   12,470	8173
1108	palacio	   12,470	8173
1109	hotel	   12,446	8158
1110	colombia 	   12,430	8147
1111	aseguró 	   12,427	8145
1112	isla	   12,420	8141
1113	guardia	   12,415	8137
1114	confianza	   12,409	8133
1115	ciudades 	   12,398	8126
1116	esperar	   12,392	8122
1117	café	   12,353	8097
1118	demanda  	   12,349	8094
1119	personajes 	   12,330	8082
1120	directamente 	   12,323	8077
1121	salió	   12,317	8073
1122	discurso	   12,310	8069
1123	sánchez 	   12,310	8069
1124	representantes	   12,292	8057
1125	normal 	   12,289	8055
1126	pena 	   12,272	8044
1127	jugadores	   12,257	8034
1128	supone 	   12,231	8017
1129	industrial	   12,220	8010
1130	referencia	   12,205	8000
1131	febrero	   12,200	7996
1132	entender	   12,195	7993
1133	esté	   12,191	7991
1134	física	   12,184	7986
1135	dejado	   12,174	7979
1136	alimentos	   12,172	7978
1137	pies	   12,169	7976
1138	doña 	   12,159	7970
1139	protección	   12,149	7963
1140	autores	   12,131	7951
1141	marido 	   12,108	7936
1142	podrían	   12,106	7935
1143	llamada 	   12,090	7924
1144	brazos 	   12,083	7920
1145	intervención	   12,079	7917
1146	sal	   12,076	7915
1147	páginas 	   12,072	7913
1148	nueve 	   12,053	7900
1149	pueblos 	   12,048	7897
1150	temporada 	   12,035	7888
1151	tus	   12,019	7878
1152	abajo	   11,985	7856
1153	aquello	   11,983	7854
1154	maestro 	   11,975	7849
1155	internacionales	   11,974	7848
1156	técnicas	   11,968	7844
1157	estás	   11,947	7831
1158	esposa 	   11,922	7814
1159	crítica	   11,908	7805
1160	totalmente	   11,894	7796
1161	perder	   11,890	7793
1162	venta	   11,882	7788
1163	finales	   11,874	7783
1164	ramón 	   11,856	7771
1165	contar	   11,855	7770
1166	diferencias	   11,842	7762
1167	familiar	   11,842	7762
1168	martínez	   11,842	7762
1169	kilómetros	   11,837	7759
1170	mala 	   11,835	7757
1171	fundamental 	   11,820	7747
1172	enorme 	   11,815	7744
1173	puedan 	   11,815	7744
1174	líneas	   11,802	7736
1175	ofrece	   11,794	7730
1176	comercial	   11,790	7728
1177	pan 	   11,785	7724
1178	aires	   11,781	7722
1179	profesor	   11,775	7718
1180	inversión	   11,752	7703
1181	municipal	   11,750	7701
1182	declaraciones	   11,735	7692
1183	funcionarios	   11,734	7691
1184	aguas 	   11,732	7690
1185	responsable 	   11,731	7689
1186	sábado 	   11,715	7679
1187	alguno	   11,712	7677
1188	federal	   11,712	7677
1189	señala	   11,673	7651
1190	conflicto	   11,672	7650
1191	dicha	   11,660	7642
1192	efe	   11,660	7642
1193	dirigentes	   11,645	7633
1194	cambiar 	   11,644	7632
1195	superficie	   11,632	7624
1196	necesita	   11,627	7621
1197	estudiantes	   11,601	7604
1198	tantos	   11,601	7604
1199	golpe	   11,569	7583
1200	públicos	   11,563	7579
1201	públicas	   11,561	7578
1202	equipos 	   11,555	7574
1203	literatura	   11,517	7549
1204	pruebas 	   11,502	7539
1205	alemania 	   11,499	7537
1206	circunstancias	   11,479	7524
1207	tienes	   11,471	7519
1208	documento  	   11,468	7517
1209	fiesta	   11,448	7504
1210	simplemente 	   11,448	7504
1211	enrique	   11,443	7500
1212	aceite	   11,431	7492
1213	establecer	   11,431	7492
1214	médicos 	   11,416	7483
1215	eres	   11,414	7481
1216	locales	   11,407	7477
1217	empezó  	   11,400	7472
1218	pobre	   11,397	7470
1219	debería	   11,391	7466
1220	llevó	   11,389	7465
1221	parlamento 	   11,362	7447
1222	territorio	   11,351	7440
1223	sale	   11,346	7437
1224	treinta	   11,345	7436
1225	coche 	   11,337	7431
1226	clases	   11,331	7427
1227	afirma	   11,326	7424
1228	oficiales	   11,319	7419
1229	diálogo	   11,314	7416
1230	vi	   11,314	7416
1231	respeto	   11,285	7397
1232	tratado	   11,282	7395
1233	llevaba	   11,278	7392
1234	revista	   11,262	7382
1235	copa 	   11,253	7376
1236	pintura	   11,242	7368
1237	nombres 	   11,241	7368
1238	propósito	   11,240	7367
1239	leche	   11,239	7367
1240	actualidad	   11,229	7360
1241	constituye	   11,218	7353
1242	tarea	   11,215	7351
1243	alcanzar	   11,206	7345
1244	competencia 	   11,204	7344
1245	normas 	   11,188	7333
1246	plata	   11,177	7326
1247	vecinos	   11,172	7323
1248	fenómeno 	   11,158	7313
1249	intención	   11,157	7313
1250	dando 	   11,151	7309
1251	diputados	   11,146	7306
1252	judicial	   11,134	7298
1253	cualquiera	   11,124	7291
1254	fe	   11,115	7285
1255	jornada	   11,097	7273
1256	italia	   11,076	7260
1257	ganar	   11,074	7258
1258	candidato	   11,070	7256
1259	calor	   11,067	7254
1260	esperanza 	   11,062	7250
1261	recién	   11,057	7247
1262	suele	   11,055	7246
1263	miles	   11,034	7232
1264	ritmo	   11,016	7220
1265	vive	   11,016	7220
1266	quizás	   11,011	7217
1267	pasos 	   11,009	7216
1268	sensación 	   11,008	7215
1269	representación	   11,005	7213
1270	presidencia	   11,004	7212
1271	triunfo	   11,001	7211
1272	ayuntamiento 	   10,995	7207
1273	plantas	   10,989	7203
1274	niña	   10,987	7201
1275	frío	   10,983	7199
1276	tono	   10,983	7199
1277	compañeros  	   10,974	7193
1278	quieren	   10,960	7184
1279	pesos 	   10,951	7178
1280	delante	   10,949	7176
1281	propias	   10,948	7176
1282	plano	   10,939	7170
1283	enfermedades  	   10,916	7155
1284	institución	   10,916	7155
1285	edificio	   10,901	7145
1286	nota	   10,899	7144
1287	franco	   10,897	7142
1288	jugar	   10,886	7135
1289	the	   10,881	7132
1290	representa	   10,864	7121
1291	gesto	   10,844	7108
1292	mensaje 	   10,836	7102
1293	vasco 	   10,831	7099
1294	pudiera	   10,812	7087
1295	gómez  	   10,811	7086
1296	influencia	   10,811	7086
1297	pocas 	   10,805	7082
1298	realizado	   10,795	7075
1299	conducta 	   10,792	7074
1300	objetos	   10,786	7070
1301	tamaño 	   10,778	7064
1302	provincia	   10,775	7062
1303	europeo 	   10,770	7059
1304	verde	   10,769	7058
1305	informó	   10,765	7056
1306	escribir	   10,760	7053
1307	materiales	   10,759	7052
1308	eduardo 	   10,757	7051
1309	cumplir	   10,756	7050
1310	pidió	   10,755	7049
1311	alumnos 	   10,752	7047
1312	ámbito 	   10,747	7044
1313	muertos 	   10,747	7044
1314	explica	   10,746	7043
1315	consecuencias  	   10,745	7043
1316	refiere	   10,721	7027
1317	comer 	   10,716	7024
1318	fines	   10,693	7009
1319	versión	   10,662	6988
1320	abierto	   10,661	6988
1321	debate 	   10,657	6985
1322	barrio	   10,656	6984
1323	labor	   10,656	6984
1324	fondos	   10,650	6980
1325	justo	   10,635	6971
1326	tradición	   10,633	6969
1327	diferente	   10,628	6966
1328	piensa	   10,624	6963
1329	tecnología	   10,620	6961
1330	mantiene 	   10,609	6954
1331	situaciones	   10,597	6946
1332	fase	   10,593	6943
1333	histórico	   10,592	6942
1334	agentes 	   10,591	6942
1335	planta	   10,588	6940
1336	venezuela 	   10,579	6934
1337	f	   10,571	6929
1338	actuación	   10,567	6926
1339	iban	   10,556	6919
1340	actos	   10,547	6913
1341	posibles	   10,545	6912
1342	león	   10,541	6909
1343	mamá  	   10,525	6899
1344	velocidad	   10,520	6895
1345	familiares	   10,505	6885
1346	especies 	   10,499	6881
1347	cabe 	   10,491	6876
1348	asamblea 	   10,483	6871
1349	comunidades  	   10,458	6855
1350	museo  	   10,449	6849
1351	conferencia	   10,442	6844
1352	prácticamente 	   10,437	6841
1353	autoridad	   10,435	6840
1354	sujeto	   10,431	6837
1355	alfonso	   10,430	6836
1356	tratar	   10,426	6834
1357	hacerse 	   10,418	6828
1358	pérdida	   10,416	6827
1359	dificultades	   10,411	6824
1360	rato	   10,410	6823
1361	pagar	   10,407	6821
1362	colegio	   10,396	6814
1363	sabes 	   10,391	6811
1364	l	   10,383	6805
1365	personaje	   10,380	6803
1366	áreas	   10,363	6792
1367	audiencia	   10,361	6791
1368	doce 	   10,355	6787
1369	haga 	   10,352	6785
1370	periódico	   10,351	6784
1371	v	   10,351	6784
1372	distribución	   10,343	6779
1373	ausencia 	   10,342	6779
1374	entrevista	   10,314	6760
1375	recibió	   10,309	6757
1376	añadió	   10,308	6756
1377	cocina	   10,307	6756
1378	edición	   10,301	6752
1379	económicos  	   10,291	6745
1380	naturales	   10,288	6743
1381	parecer	   10,286	6742
1382	santo	   10,285	6741
1383	vieja	   10,282	6739
1384	mario	   10,251	6719
1385	corresponde 	   10,250	6718
1386	decidió	   10,243	6714
1387	perú	   10,243	6714
1388	llegada	   10,230	6705
1389	comienza 	   10,224	6701
1390	organizaciones 	   10,218	6697
1391	tendencia	   10,199	6685
1392	escenario	   10,188	6678
1393	definitiva	   10,187	6677
1394	deberá 	   10,174	6668
1395	indicó	   10,173	6668
1396	noticia	   10,173	6668
1397	inglés	   10,157	6657
1398	reina	   10,153	6655
1399	ustedes 	   10,149	6652
1400	madera 	   10,134	6642
1401	alemán 	   10,115	6630
1402	habitantes	   10,114	6629
1403	recibir	   10,112	6628
1404	salvo	   10,110	6626
1405	familias	   10,102	6621
1406	miembro 	   10,100	6620
1407	escritor	   10,096	6617
1408	conoce 	   10,091	6614
1409	cuidado 	   10,089	6613
1410	identidad	   10,086	6611
1411	quiso	   10,068	6599
1412	pareja	   10,055	6590
1413	evidente	   10,054	6590
1414	brasil	   10,048	6586
1415	ciertos	   10,043	6583
1416	siguen	   10,035	6577
1417	declaración	   10,031	6575
1418	cadena 	   10,027	6572
1419	acaba 	   10,016	6565
1420	consiste	   10,008	6560
1421	presentación	   10,008	6560
1422	cuentas 	   10,007	6559
1423	azul	    9,981	6542
1424	década 	    9,979	6541
1425	puertas	    9,978	6540
1426	comida 	    9,977	6539
1427	inmediato	    9,971	6535
1428	marca 	    9,965	6531
1429	antiguo	    9,961	6529
1430	rojo	    9,958	6527
1431	debemos  	    9,957	6526
1432	instante	    9,940	6515
1433	operaciones 	    9,925	6505
1434	iniciativa	    9,924	6505
1435	caer	    9,919	6501
1436	luna	    9,912	6497
1437	veía	    9,908	6494
1438	verdadero	    9,902	6490
1439	habitación	    9,889	6482
1440	manifestó	    9,881	6476
1441	tío	    9,880	6476
1442	quedado 	    9,863	6465
1443	martes 	    9,851	6457
1444	pleno	    9,834	6446
1445	declaró	    9,833	6445
1446	juegos	    9,818	6435
1447	mínimo 	    9,817	6434
1448	aparición	    9,812	6431
1449	estará	    9,812	6431
1450	transporte	    9,793	6419
1451	ven	    9,784	6413
1452	pretende	    9,782	6411
1453	tantas	    9,775	6407
1454	sede 	    9,767	6402
1455	comportamiento  	    9,766	6401
1456	periodistas	    9,758	6396
1457	animal	    9,757	6395
1458	convertido	    9,755	6394
1459	brazo	    9,737	6382
1460	hermanos  	    9,723	6373
1461	rico	    9,721	6371
1462	anunció 	    9,720	6371
1463	presupuesto 	    9,720	6371
1464	estrategia	    9,711	6365
1465	naciones 	    9,711	6365
1466	utilizar	    9,711	6365
1467	buenas 	    9,708	6363
1468	compromiso  	    9,706	6362
1469	acaso 	    9,688	6350
1470	completo 	    9,686	6349
1471	pelo	    9,677	6343
1472	piedra	    9,675	6341
1473	medicina 	    9,674	6341
1474	campos  	    9,670	6338
1475	liga	    9,662	6333
1476	vaya	    9,656	6329
1477	disposición	    9,641	6319
1478	permanente 	    9,627	6310
1479	método 	    9,626	6309
1480	sentía	    9,626	6309
1481	próxima 	    9,624	6308
1482	tierras	    9,623	6307
1483	error	    9,616	6303
1484	incremento 	    9,612	6300
1485	piso	    9,610	6299
1486	socialistas	    9,610	6299
1487	similar	    9,594	6288
1488	viento	    9,594	6288
1489	salvador	    9,586	6283
1490	seres	    9,581	6280
1491	posteriormente	    9,576	6276
1492	dispuesto	    9,574	6275
1493	poeta	    9,572	6274
1494	económicas  	    9,560	6266
1495	secreto	    9,552	6261
1496	funcionamiento 	    9,538	6252
1497	debajo	    9,535	6250
1498	recordar	    9,528	6245
1499	valencia	    9,519	6239
1500	presentó	    9,494	6223
1501	jueves	    9,491	6221
1502	corriente	    9,490	6220
1503	ingresos	    9,489	6219
1504	intento	    9,484	6216
1505	tuvieron	    9,473	6209
1506	colores	    9,462	6202
1507	altos	    9,459	6200
1508	sevilla	    9,459	6200
1509	hojas	    9,453	6196
1510	probablemente 	    9,444	6190
1511	búsqueda 	    9,435	6184
1512	pequeñas 	    9,432	6182
1513	oferta	    9,429	6180
1514	washington 	    9,419	6174
1515	cataluña	    9,413	6170
1516	oficina	    9,400	6161
1517	produjo	    9,394	6157
1518	soldados 	    9,384	6151
1519	pasada 	    9,362	6136
1520	volumen 	    9,351	6129
1521	parecen 	    9,345	6125
1522	causas 	    9,342	6123
1523	dieron	    9,337	6120
1524	división	    9,323	6111
1525	darle	    9,322	6110
1526	clave	    9,321	6109
1527	ana 	    9,316	6106
1528	reciente	    9,316	6106
1529	votos	    9,315	6105
1530	logró	    9,289	6088
1531	piernas	    9,285	6086
1532	sirve	    9,284	6085
1533	carmen 	    9,274	6078
1534	deuda 	    9,271	6077
1535	noticias	    9,266	6073
1536	menores 	    9,264	6072
1537	querido	    9,264	6072
1538	pago 	    9,263	6071
1539	fig	    9,258	6068
1540	recuerda	    9,250	6063
1541	podrán 	    9,247	6061
1542	independencia 	    9,245	6059
1543	ataque 	    9,240	6056
1544	igualmente 	    9,235	6053
1545	necesaria	    9,230	6050
1546	quedan 	    9,229	6049
1547	regional	    9,229	6049
1548	castro	    9,227	6048
1549	decisiones	    9,226	6047
1550	concepción 	    9,224	6046
1551	llegaron	    9,219	6042
1552	siente	    9,218	6042
1553	juntos	    9,216	6040
1554	sabemos  	    9,216	6040
1555	ropa	    9,212	6038
1556	parque 	    9,209	6036
1557	empresarios 	    9,208	6035
1558	conmigo 	    9,206	6034
1559	procedimiento 	    9,205	6033
1560	suma 	    9,204	6033
1561	elección	    9,201	6031
1562	leer	    9,200	6030
1563	feliz	    9,194	6026
1564	ninguno 	    9,189	6023
1565	continuación	    9,184	6019
1566	ministros	    9,183	6019
1567	verdadera	    9,173	6012
1568	reacción	    9,170	6010
1569	podían	    9,168	6009
1570	tanta	    9,168	6009
1571	tomó 	    9,162	6005
1572	mente 	    9,147	5995
1573	tradicional	    9,146	5995
1574	abierta	    9,142	5992
1575	breve	    9,139	5990
1576	aparecen 	    9,136	5988
1577	trataba	    9,120	5978
1578	recibido	    9,110	5971
1579	mejorar	    9,107	5969
1580	ciertas	    9,104	5967
1581	aparte	    9,101	5965
1582	cárcel	    9,101	5965
1583	entidad	    9,100	5964
1584	investigaciones	    9,094	5961
1585	temperatura 	    9,082	5953
1586	siento	    9,079	5951
1587	londres	    9,077	5949
1588	directa	    9,076	5949
1589	portavoz	    9,076	5949
1590	eta	    9,071	5945
1591	responsables 	    9,066	5942
1592	ventana	    9,056	5936
1593	contrato	    9,055	5935
1594	elemento 	    9,053	5934
1595	privada	    9,048	5930
1596	quince	    9,040	5925
1597	veo	    9,038	5924
1598	os	    9,037	5923
1599	firma	    9,024	5915
1600	incluye	    9,023	5914
1601	pobres 	    9,010	5905
1602	vas	    8,997	5897
1603	abogado 	    8,983	5888
1604	presentar	    8,976	5883
1605	gobernador 	    8,962	5874
1606	próximos 	    8,962	5874
1607	jaime	    8,953	5868
1608	hablando 	    8,952	5867
1609	canal	    8,950	5866
1610	tráfico	    8,950	5866
1611	capitán	    8,948	5865
1612	personalidad	    8,946	5863
1613	género 	    8,941	5860
1614	generación 	    8,930	5853
